,
US,5891781
AK,5604
AL,55074
AR,23416
AZ,181425
CA,1278311
CO,133800
CT,68656
DC,15582
DE,16727
FL,642125
GA,201698
HI,28956
IA,21441
ID,27510
IL,198926
IN,84750
KS,26666
KY,38001
LA,47281
MA,101688
MD,153023
ME,15151
MI,160925
MN,80756
MO,74896
MS,29218
MT,8716
NC,126064
ND,2840
NE,15712
NH,20585
NJ,151364
NM,24898
NV,119272
NY,271207
OH,157495
OK,40326
OR,72917
PA,157652
RI,17142
SC,64405
SD,3857
TN,93492
TX,418058
UT,43496
VA,163762
VT,5131
WA,137902
WI,48779
WV,9847
WY,5256
10180,1066
10420,10959
10500,1420
10580,8562
10740,12897
10780,1205
10900,11736
11020,1157
11100,2067
11180,387
11260,3822
11300,1964
11340,1600
11460,4314
11500,1050
11540,1194
11700,4309
12020,2426
12060,146355
12100,4940
12220,1277
12260,5294
12420,28218
12540,23369
12580,57741
12620,1339
12700,4493
12940,10522
12980,1808
13020,1028
13140,3260
13380,2740
13460,5137
13644,34957
13740,999
13780,1771
13820,17931
13900,515
13980,798
14020,1282
14060,1054
14260,13885
14484,28328
14500,6600
14540,736
14600,22655
14740,5321
14860,23351
15180,4988
15260,1504
15380,8863
15500,1662
15540,1311
15764,19170
15804,17806
15940,5546
15980,24743
16020,640
16180,1146
16220,675
16300,1913
16580,1310
16620,1140
16700,13324
16740,32745
16820,2686
16860,7474
16940,1140
16974,147232
17020,4554
17140,28545
17300,2707
17420,1183
17460,34099
17660,2884
17780,1690
17820,14538
17860,1182
17900,9815
17980,3536
18020,580
18140,26353
18580,5455
18700,621
19060,680
19124,87319
19140,1006
19180,501
19260,818
19340,2958
19380,10899
19460,1226
19500,756
19660,15031
19740,71049
19780,6014
19804,40327
20020,1063
20100,2217
20220,346
20260,2442
20500,5778
20740,751
20764,35150
20940,4325
21060,1275
21140,2049
21300,756
21340,9426
21500,2216
21660,5331
21780,3137
21820,561
22020,1428
22140,795
22180,4981
22220,4312
22380,1775
22420,7308
22500,1803
22520,877
22540,601
22660,6713
22744,81195
22900,1855
23020,5333
23060,5079
23104,39494
23420,23175
23460,891
23540,3338
23580,3028
23844,11795
24020,1484
24140,773
24220,549
24300,2109
24340,9439
24500,609
24540,7267
24580,2043
24660,9236
24780,1664
24860,6941
25060,2590
25180,4201
25260,3235
25420,5389
25500,740
25540,15207
25620,1028
25860,2973
25980,882
26100,2313
26180,15950
26300,971
26380,1267
26420,125646
26580,1553
26620,4601
26820,1485
26900,27191
26980,554
27060,300
27100,2283
27140,6800
27180,1505
27260,39641
27340,1698
27500,1578
27620,668
27740,1393
27780,857
27860,694
27900,1552
28020,3620
28100,1148
28140,31818
28420,3072
28660,4512
28700,1825
28740,2631
28940,8137
29020,1241
29100,485
29140,1409
29180,2063
29340,1404
29404,16678
29420,5288
29460,15882
29540,3761
29620,6553
29700,3834
29740,1506
29820,95636
29940,908
30020,1544
30140,1136
30300,437
30340,1213
30460,5036
30620,1007
30700,2286
30780,7907
30860,987
30980,1548
31020,1649
31084,291862
31140,16060
31180,2712
31340,2237
31420,3241
31460,3898
31540,3713
31700,5654
31740,488
31860,654
31900,1286
32580,10136
32780,4551
32820,31713
32900,6291
33124,101271
33140,1493
33260,1007
33340,17909
33460,60166
33540,1070
33660,5569
33700,15024
33740,1341
33780,2149
33860,4974
34060,297
34100,1322
34580,1975
34620,1267
34740,2277
34820,6051
34900,5406
34940,11703
34980,26136
35004,76215
35084,35571
35300,14477
35380,15967
35644,150534
35660,2354
35980,3560
36084,100720
36100,6668
36140,4027
36220,1011
36260,7116
36420,15884
36500,4471
36540,9865
36740,75026
36780,1061
36980,654
37100,33184
37340,15472
37380,4234
37460,4076
37620,742
37700,1486
37764,11251
37860,9087
37900,2420
37964,61145
38060,131893
38220,860
38300,26634
38340,938
38540,952
38860,6408
38900,45753
38940,14088
39100,12583
39140,4815
39300,22539
39340,7235
39380,3875
39460,4887
39540,2213
39580,15251
39660,929
39740,4281
39820,4353
39900,13391
40060,20202
40140,163726
40220,3377
40340,1694
40380,8921
40420,4311
40484,5972
40580,1428
40660,840
40900,74066
40980,2154
41060,1668
41100,3018
41140,1331
41180,38974
41420,6363
41500,12499
41540,1568
41620,19233
41660,684
41700,32905
41740,112212
41780,1008
41884,60684
41940,63624
42020,8815
42044,106409
42060,12991
42100,10609
42140,2958
42220,18146
42340,5825
42540,6294
42644,62965
42680,3827
43100,828
43300,1528
43340,4756
43580,1001
43620,1369
43780,4648
43900,3184
44060,6206
44100,1364
44140,7943
44180,3926
44220,2112
44300,697
44700,22228
44940,982
45060,4821
45104,20577
45220,5575
45300,88271
45460,1538
45500,808
45780,7723
45820,2311
45940,5872
46060,20909
46140,11904
46220,1636
46340,2120
46540,1953
46660,825
46700,17281
47020,822
47220,1792
47260,30551
47300,10852
47380,2074
47580,1491
47644,45405
47894,141688
47940,1031
48140,585
48260,890
48300,1382
48424,53497
48540,801
48620,6218
48660,953
48700,848
48864,11410
48900,5731
49020,2106
49180,5465
49340,11600
49420,2785
49620,5347
49660,6607
49700,4467
49740,2886
